critics_reviews_count,description,developer,genre,genre_tags,link,maturity_rating,metascore,platform,publisher,release_date,title,user_reviews_count,user_score
39,"Call of Duty: Advanced Warfare predicts the powerful battlegrounds of the future, where both technology and tactics have taken steps to usher in a new era of combat for the franchise. Kevin Spacey is Jonathan Irons -- one of the most notorious men in the world -- shaping this chilling vision of the future of war. The game unfolds in a plausible future in which technological, telesis and today's military practices have converged with real world consequences. In this image of the future, Private Military Corporations have become the dominant armed forces for many countries who must outsource their military needs, redrawing borders and rewriting international law.  Irons, the founder and president of the world's largest PMC, Atlas Corporation, is at the vortex of these tectonic plates.",Sledgehammer Games,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/call-of-duty-advanced-warfare,M,83,PlayStation 4,Activision,2014-11-03,Call of Duty: Advanced Warfare,1494,57
46,"In a savage world of man against nature, will you the hunter or the hunted? The hammer or the nail? The creators of Left 4 Dead, Turtle Rock Studios, bring you EVOLVE, an evolution of multiplayer shooters in which four hunters face off against a single, player-controlled monster. Stalk your prey, execute your attack and prove you are the apex predator in 4-versus-1 bouts.",Turtle Rock Studios,PlayStation 4 First-Person Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/evolve,M,76,PlayStation 4,2K Games,2015-02-10,Evolve,901,43
8,"With terrain spanning from lush forests to the snow-capped Himalayas, the entire world is alive…and deadly. Hidden in the towering Himalayas lies Kyrat, a country steeped in tradition and violence. You and a fellow captive have been rounded up and tortured in Yuma’s prison. Escape from the prison and survive the hostile lands of Pagan Min’s Kyrat.",Ubisoft Montreal,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/far-cry-4-escape-from-durgesh-prison,M,56,PlayStation 4,Ubisoft,2015-01-13,Far Cry 4: Escape from Durgesh Prison,23,54
16,"Engage in one-on-one duels or all-out gunfights as one of several unique and customizable outlaws - each with his or her own strengths, weapon types, special moves and play styles - in a game that rewards tactical awareness, precision timing and player skill. Add in melee attacks, an original line-of-sight mechanic, cover fire, destructible cover objects and more, and Secret Ponchos is a game with exceptional depth.",Switchblade Monkeys,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/secret-ponchos,T,64,PlayStation 4,Switchblade Monkeys,2014-12-02,Secret Ponchos,108,66
41,"Augment the Destiny experience with a myraid of weapons, armor, and gear earned in new story quests and missions, 3 new competitive multiplayer arenas, and a new Strike and Raid. Under the surface of the Moon, a long-ago forgotten enemy awakens. Survive the true depths of the Hellmouth, and stop its dark army from invading Earth.",Bungie,PlayStation 4 First-Person Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/destiny-the-dark-below,T,63,PlayStation 4,Activision,2014-12-09,Destiny: The Dark Below,271,31
8,"Dungeon-Crawling First Person Shooting at its finest! Fast-paced combat! Dozens of perks, spells and enemies! Level ups! Random Dungeons! Traps! Badass bosses! Carrots! Ziggurat is the best combination of First Person Shooter and Rogue-LITE you have ever seen. Become a neophyte sorcerer, and get ready for your rite of passage: Enter the labyrinth and face dangerous challenges to prove your worth and become a powerful wizard! The game focuses on fast-paced first person shooting, with an old-school vibe, and updated handling and game mechanics. Dungeon crawling and RPG/Roguelike elements are added into the mix, resulting in a fun, challenging and varied game, with lots of content to discover. Fight almighty bosses, get through rooms filled with traps, and treasures that may help you in your journey... Each game is a whole new experience!",Milkstone Studios,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/ziggurat,T,80,PlayStation 4,Milkstone Studios,2015-04-21,Ziggurat,21,72
8,"Slender: The Arrival is the official continuation of Slender: The Eight Pages. A combined effort from the writers behind the Marble Hornets series and the development team at Blue Isle Studios, Slender: The Arrival features a brand new storyline and improved visuals.",Blue Isle Studios,PlayStation 4 First-Person Games,Adventure,http://www.metacritic.com/game/playstation-4/slender-the-arrival,T,60,PlayStation 4,Majesco Games,2015-03-24,Slender: The Arrival,31,69
31,"Expand your Destiny adventure with a myriad of weapons, armor, and gear to earn in new story missions, 3 new competitive multiplayer maps, and a new cooperative Strike. Expansion II introduces a new competitive elimination mode in the Crucible and an all-new arena activity – The Prison of Elders. The Reef is open. Join the Awoken and hunt down the Fallen rising against us.",Bungie,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/destiny-house-of-wolves,T,72,PlayStation 4,Activision,2015-05-19,Destiny: House of Wolves,232,42
15,"Tower of Guns is a first-person shooter for gamers who simply want to arm themselves with the biggest guns imaginable, dispatching a whole array of enemies and perils in a tsunami of bullets, battle massive bosses, upgrade abilities and modify gear to make themselves the ultimate force. Whenever the gamer dies, she returns to the beginning of the challenge, only stronger and better-equipped than before, ready to face varying level layouts and enemies, keeping the action fresh and challenging.",Terrible Posture Games,PlayStation 4 First-Person Games,Sci-Fi,http://www.metacritic.com/game/playstation-4/tower-of-guns,E10+,69,PlayStation 4,Grip Games,2015-04-10,Tower of Guns,94,62
46,"Run your crew as detective Nick Mendoza in an episodic crime drama single player campaign or as cops and criminals in rapid Battlefield multi-player. You will be on one side of the thin blue line or the other. Assume control using new tactics to gather intelligence, obtain warrants and takedown with non-lethal force to effectuate the arrests. Take the cash in a new battlefield playground. New maps and gadgets alter the way you play the game. Utilize grappling hooks and zip-lines to scale city buildings and fly across the city with the cheddar. No matter the strategy, teamwork is key to winning the turf war. Sate your need for speed in  new action-packed modes. Hop in exotic muscle cars, sleek crotch rockets or even give your whole crew a lift in transports or armored trucks.",Visceral Games,PlayStation 4 First-Person Games,Modern,http://www.metacritic.com/game/playstation-4/battlefield-hardline,M,73,PlayStation 4,Electronic Arts,2015-03-17,Battlefield Hardline,879,51
54,"It's 1946 and the Nazis are on the verge of winning WWII. In attmepting to turn the tide in the allies’ favor, B.J. Blazkowicz has to embark on an epic, two-part mission deep within Bavaria… Part one of Wolfenstein: The Old Blood - Rudi Jäger and the Den of Wolves - pits BJ Blazkowicz against a notorious prison warden as he breaks into Castle Wolfenstein in an attempt to steal the coordinates to General Deathshead’s compound. In the second part – The Dark Secrets of Helga Von Schabbs – our hero's search for the coordinates leads him to the city of Wulfburg where an obsessed Nazi archaeologist is exhuming enigmatic artifacts that threaten to unleash a dark and ancient power.",MachineGames,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/wolfenstein-the-old-blood,M,76,PlayStation 4,Bethesda Softworks,2015-05-05,Wolfenstein: The Old Blood,316,80
30,"Payday 2 is an action-packed, four-player co-op heist shooter that once again lets gamers don the masks of the original Payday crew - Dallas, Hoxton, Wolf and Chains. The new CrimeNet network offers a huge range of dynamic contracts and players are free to choose anything from small-time convenience store hits or kidnappings, to cyber-crime or emptying out bank vaults. As the crew progresses the jobs become bigger, better and more rewarding. Along with earning more money and becoming a legendary criminal comes a new character customization and crafting system that lets crews build and customize their own guns and gear.",Overkill Software,PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/payday-2-crimewave-edition,M,71,PlayStation 4,505 Games,2015-06-16,Payday 2: Crimewave Edition,108,41
8,"What if someone had the power to keep your loved ones memories alive? Fix memories, restore life. The fragility of the human mind is the subject of Ether One, a moving first-person adventure that subtly experiments with your feelings. Choose one of two paths through the world. One lets you play through the game at your own pace, unfolding a story free from puzzles or challenges. The other is a deeper, more involving route, on which you'll encounter complex problems that must be solved to help rebuild a clients memory.",White Paper Games,PlayStation 4 First-Person Games,General,http://www.metacritic.com/game/playstation-4/ether-one,E10+,75,PlayStation 4,White Paper Games,2015-05-05,ETHER One,91,47
29,"ZombiU thrusts players in the middle of London circa 2012, where an outbreak has infected the population, destroying their humanity and turning them into mindless monsters preying on the flesh of the few remaining survivors. This fear-fueled first-person shooter invites takes all the horror, chaos and tension found in the best of the horror genre and adds original interactive elements, including a unique death mechanic that puts players in the body of a different survivor each time they die, allowing them to track and take down their old, infected characters, recover  their equipment and see if they can stay alive just a little bit longer this time.","Ubisoft Montpellier, Straight Right",PlayStation 4 First-Person Games,Action,http://www.metacritic.com/game/playstation-4/zombi,M,71,PlayStation 4,Ubisoft,2015-08-18,Zombi,178,57
